Date,RiskOn,Momentum,Signal,Position,Strat_Ret,Strat_Eq
2024-05-31,22530.69921875,0.2156152205574664,1,1.0,-0.0032802868369559146,257.53004251190106
2024-06-30,24010.599609375,0.25126562450062573,1,1.0,0.06568373117304005,274.44557659323436
2024-07-31,24951.150390625,0.263106308853142,1,1.0,0.03917231541701116,285.19624528434804
2024-08-31,25235.900390625,0.3106970762469179,1,1.0,0.011412299454817587,288.45099023892266
2024-09-30,25810.849609375,0.3143117572584664,1,1.0,0.022782988118133174,295.0227657221998
2024-10-31,24205.349609375,0.2686508157897296,1,1.0,-0.062202524298806905,276.6716049686634
2024-11-30,24131.099609375,0.19857544106021496,1,1.0,-0.003067503721212228,275.82291379086826
2024-12-31,23644.80078125,0.08804772615806433,1,1.0,-0.020152369183212504,270.2644286029653
2025-01-31,23508.400390625,0.08205495040345911,1,1.0,-0.005768726574899463,268.7053470114334
2025-02-28,22124.69921875,0.006454975365151494,1,1.0,-0.058859860683111886,252.8893877215332
2025-03-31,23519.349609375,0.05340863254134032,1,1.0,0.06303590285390537,268.83049859873137
2025-04-30,24334.19921875,0.07650347776070943,1,1.0,0.03464592443705139,278.14437973955785
2025-05-31,24750.69921875,0.09853222833637232,1,1.0,0.017115829300808905,282.9050514641595
2025-06-30,25517.05078125,0.06274108920157095,1,1.0,0.030962824756055607,291.6645909952472
2025-07-31,24768.349609375,-0.007326346817206675,0,1.0,-0.029341211031532977,283.10679868042985
2025-08-31,24426.849609375,-0.0320595171452871,0,0.0,-0.001,282.8236918817494
2025-09-30,24611.099609375,-0.04648239086109851,0,0.0,0.0,282.8236918817494
2025-10-31,25722.099609375,0.06266176793466127,1,0.0,0.0,282.8236918817494
2025-11-30,26202.94921875,0.0858580687541517,1,1.0,0.01769402640831641,287.8279817548027
2025-12-31,26129.599609375,0.1050885922496505,1,1.0,-0.0027992883076883857,287.0222682508509
2026-01-31,25320.650390625,0.07708946461209298,1,1.0,-0.030959112686126167,278.1363135046453
2026-02-28,25178.650390625,0.1380335678998461,1,1.0,-0.00560807079634007,276.5765053674782
2026-03-31,22331.400390625,-0.050509441735432814,0,1.0,-0.11308191486943808,245.30070453262636
2026-04-30,23997.55078125,-0.013834375007524602,0,0.0,-0.001,245.05540382809374
2026-05-31,23547.75,-0.048602635752556855,0,0.0,0.0,245.05540382809374
2026-06-30,23123.0,-0.09382160978451148,0,0.0,0.0,245.05540382809374
